071500021,82,07042882,Medical Incident,05/30/2007,05/29/2007,05/30/2007 01:18:52 AM,05/30/2007 01:21:57 AM,05/30/2007 01:22:12 AM,05/30/2007 01:22:40 AM,05/30/2007 01:24:08 AM,05/30/2007 01:27:18 AM,05/30/2007 01:40:48 AM,Code 2 Transport,05/30/2007 02:07:02 AM,1100 Block of MARKET ST,SF,94102,B02,01,1551,3,3,3,true,,1,MEDIC,1,2,6,Tenderloin,"(37.7796660426062, -122.41371122073)",071500021-82
132170169,T12,13073290,Structure Fire,08/05/2013,08/05/2013,08/05/2013 12:59:39 PM,08/05/2013 12:59:39 PM,08/05/2013 12:59:52 PM,08/05/2013 01:00:57 PM,,,,Other,08/05/2013 01:03:48 PM,SHRADER ST/FULTON ST,SF,94118,B05,21,4542,3,3,3,false,Alarm,1,TRUCK,2,5,1,Lone Mountain/USF,"(37.7749707534359, -122.453003329775)",132170169-T12
023490224,E11,02103837,Structure Fire,12/15/2002,12/15/2002,12/15/2002 02:00:33 PM,12/15/2002 02:00:33 PM,12/15/2002 02:00:46 PM,12/15/2002 02:00:53 PM,,,,Other,12/15/2002 02:04:11 PM,25TH ST/VALENCIA ST,SF,94110,B06,11,5535,3,3,3,true,,1,ENGINE,1,6,8,Mission,"(37.7505058278022, -122.420507005779)",023490224-E11
120980049,66,12032387,Medical Incident,04/07/2012,04/06/2012,04/07/2012 04:51:18 AM,04/07/2012 04:51:39 AM,04/07/2012 04:52:54 AM,04/07/2012 04:55:20 AM,04/07/2012 04:55:44 AM,04/07/2012 05:10:56 AM,04/07/2012 05:16:39 AM,Code 2 Transport,04/07/2012 05:48:43 AM,1900 Block of MISSION ST,SF,94103,B02,36,5279,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,"(37.7658582826035, -122.419816092644)",120980049-66
060940203,RC3,06026122,Medical Incident,04/04/2006,04/04/2006,04/04/2006 01:26:43 PM,04/04/2006 01:28:07 PM,04/04/2006 01:28:37 PM,,04/04/2006 01:33:35 PM,,,Other,04/04/2006 01:45:49 PM,5200 Block of DIAMOND HEIGHTS BLVD,SF,94131,B06,26,8162,3,3,3,true,,1,RESCUE CAPTAIN,3,6,8,Glen Park,"(37.7442928064892, -122.439091578977)",060940203-RC3
001720248,E16,00051676,Medical Incident,06/20/2000,06/20/2000,06/20/2000 06:52:55 PM,06/20/2000 06:53:41 PM,06/20/2000 06:55:11 PM,06/20/2000 06:55:58 PM,06/20/2000 06:58:15 PM,,,Other,06/20/2000 07:10:05 PM,600 Block of MARINA BLVD,SF,94123,B04,16,4214,3,3,3,false,,1,ENGINE,1,4,2,Marina,"(37.8053912389914, -122.444800200776)",001720248-E16
002620073,E38,00078563,Medical Incident,09/18/2000,09/18/2000,09/18/2000 09:36:25 AM,09/18/2000 09:37:28 AM,09/18/2000 09:38:06 AM,09/18/2000 09:39:03 AM,09/18/2000 09:41:12 AM,,,Other,09/18/2000 09:51:10 AM,1300 Block of WEBSTER ST,SF,94115,B04,05,3514,3,3,3,false,,1,ENGINE,1,5,5,Western Addition,"(37.7830202204815, -122.431044500285)",002620073-E38
171023814,E28,17043802,Traffic Collision,04/12/2017,04/12/2017,04/12/2017 09:05:26 PM,04/12/2017 09:05:26 PM,04/12/2017 09:05:42 PM,04/12/2017 09:06:27 PM,04/12/2017 09:08:09 PM,,,Patient Declined Transport,04/12/2017 09:17:45 PM,UNION ST/STOCKTON ST,San Francisco,94133,B01,28,1334,2,2,2,false,Non Life-threatening,1,ENGINE,1,1,3,North Beach,"(37.8004450598056, -122.409189819311)",171023814-E28
160510171,T04,16020315,Alarms,02/20/2016,02/19/2016,02/20/2016 01:12:31 AM,02/20/2016 01:14:18 AM,02/20/2016 01:14:50 AM,02/20/2016 01:17:13 AM,02/20/2016 01:18:46 AM,,,Fire,02/20/2016 02:33:34 AM,1500 Block of 3RD ST,San Francisco,94158,B03,04,2364,3,3,3,false,Alarm,1,TRUCK,2,3,6,Mission Bay,"(37.7692758433916, -122.389490077568)",160510171-T04
042160136,M15,04060044,Medical Incident,08/03/2004,08/03/2004,08/03/2004 12:01:54 PM,08/03/2004 12:03:37 PM,08/03/2004 12:03:51 PM,08/03/2004 12:04:57 PM,08/03/2004 12:09:15 PM,08/03/2004 12:22:59 PM,08/03/2004 12:38:12 PM,Other,08/03/2004 12:57:15 PM,3200 Block of 20TH AVE,SF,94132,B08,19,8861,3,3,3,true,,1,MEDIC,1,8,7,Lakeshore,"(37.7285444749244, -122.475646829327)",042160136-M15
040450362,E14,04012768,Medical Incident,02/14/2004,02/14/2004,02/14/2004 08:18:51 PM,02/14/2004 08:20:42 PM,02/14/2004 08:21:09 PM,02/14/2004 08:23:50 PM,02/14/2004 08:24:54 PM,,,Other,02/14/2004 08:32:58 PM,7700 Block of GEARY BLVD,SF,94121,B07,34,7264,3,3,3,true,,1,ENGINE,2,7,1,Outer Richmond,"(37.7796166291231, -122.502422118787)",040450362-E14
053570029,E36,05097063,Alarms,12/23/2005,12/22/2005,12/23/2005 02:41:49 AM,12/23/2005 02:43:47 AM,12/23/2005 02:43:54 AM,12/23/2005 02:46:07 AM,12/23/2005 02:48:29 AM,,,Other,12/23/2005 02:58:40 AM,200 Block of 10TH ST,SF,94103,B02,36,2342,3,3,3,true,,1,ENGINE,2,2,6,South of Market,"(37.7734664897325, -122.413546904215)",053570029-E36
